trajectory_idx,total_time,write_data_time
0,19.041835069656372,0.06597661972045898
1,18.38289761543274,0.06291985511779785
2,18.50115156173706,0.06461429595947266
6,18.486836910247803,0.06624531745910645
17,18.38316535949707,0.06532597541809082
13,17.9935359954834,0.06763792037963867
16,18.066736936569214,0.0619051456451416
10,18.048144817352295,0.06573104858398438
15,17.433651208877563,0.06502199172973633
3,17.30524969100952,0.058518409729003906
11,18.477665185928345,0.06981229782104492
19,17.626495599746704,0.06174159049987793
5,17.497311115264893,0.061956167221069336
9,18.431249380111694,0.06740474700927734
12,17.17398166656494,0.06236863136291504
14,17.757400512695312,0.06757473945617676
4,18.801554918289185,0.07015395164489746
8,18.235594034194946,0.06619977951049805
1,18.275599479675293,0
6,18.065009593963623,0
17,18.68357801437378,0
13,17.979923009872437,0
16,18.056308031082153,0
10,18.223705530166626,0
15,17.562352895736694,0
3,17.904903650283813,0
11,18.73943066596985,0
19,17.530712127685547,0
5,17.66506576538086,0
9,18.872162580490112,0
12,17.72463631629944,0
14,18.169933319091797,0
4,19.426573038101196,0
8,18.928940773010254,0
2,351.15129470825195,0
6,351.3568136692047,0
17,354.43905782699585,0
13,342.8843698501587,0
16,342.5436940193176,0
10,347.73635268211365,0
15,337.87521481513977,0
3,336.36778020858765,0
11,355.6971504688263,0
19,332.1060655117035,0
5,337.39869260787964,0
9,350.09040927886963,0
12,331.4385268688202,0
14,340.4834678173065,0
4,363.23845648765564,0
8,352.0122592449188,0
0,155.71475553512573,0
17,155.67483854293823,0
15,151.75077366828918,0
8,151.5120348930359,0
5,151.11378383636475,0
11,151.4672966003418,0
3,151.45529222488403,0
18,154.25734782218933,0
16,151.28900408744812,0
13,152.91641998291016,0
9,156.19428944587708,0
19,152.64175295829773,0
4,152.97241735458374,0
12,151.43815159797668,0
7,151.60308694839478,0
10,151.26765942573547,0
14,152.3549349308014,0
6,151.44323897361755,0
0,203.0645534992218,0
17,201.56149220466614,0
15,199.19708800315857,0
1,200.56735229492188,0
8,200.9324049949646,0
5,205.9657337665558,0
11,210.2776656150818,0
3,201.01750469207764,0
18,201.0073390007019,0
16,200.82272601127625,0
13,204.34615063667297,0
2,200.94661569595337,0
9,202.70670771598816,0
19,226.35001611709595,0
4,202.32249975204468,0
12,201.79562377929688,0
7,203.97670769691467,0
10,270.02771162986755,0
14,438.96996212005615,0
6,199.9336416721344,0
455,3.717460870742798,0
794,3.558364152908325,0
210,3.5884194374084473,0
310,3.6349611282348633,0
741,3.498962163925171,0
580,3.559680223464966,0
852,3.6782751083374023,0
547,3.657209634780884,0
438,3.580096960067749,0
679,3.464430570602417,0
936,3.538940191268921,0
637,3.491335153579712,0
867,3.4706575870513916,0
605,3.461735725402832,0
891,3.514037609100342,0
70,3.496812105178833,0
825,3.483780860900879,0
470,3.580576181411743,0
384,3.492516040802002,0
209,3.482409715652466,0
572,3.5544509887695312,0
379,3.5036909580230713,0
929,3.50831937789917,0
879,3.5784335136413574,0
902,3.500727891921997,0
59,3.464218854904175,0
169,3.4643607139587402,0
250,3.5383944511413574,0
811,3.7111074924468994,0
345,3.4939792156219482,0
597,3.5510666370391846,0
319,3.6517226696014404,0
627,3.5366244316101074,0
544,3.499572515487671,0
624,3.570603609085083,0
695,3.5195188522338867,0
159,3.489858865737915,0
199,3.4492177963256836,0
664,3.477735996246338,0
599,3.601130962371826,0
789,3.5075430870056152,0
382,3.5728354454040527,0
938,3.516737699508667,0
427,3.4998912811279297,0
200,3.4984095096588135,0
578,3.5632059574127197,0
267,3.5247085094451904,0
738,3.5467424392700195,0
76,3.5988831520080566,0
871,3.5094683170318604,0
636,3.5889055728912354,0
528,3.5349206924438477,0
783,3.5406785011291504,0
23,3.520843029022217,0
30,3.5166568756103516,0
328,3.4593355655670166,0
10,3.4993414878845215,0
541,3.4569921493530273,0
543,3.496598482131958,0
742,3.5225744247436523,0
54,3.4926698207855225,0
977,3.462470054626465,0
917,3.4997217655181885,0
516,3.4756979942321777,0
708,3.4771108627319336,0
373,3.521613121032715,0
509,3.6306099891662598,0
732,3.5054659843444824,0
261,3.5063183307647705,0
883,3.509814977645874,0
97,3.529017210006714,0
108,3.561485528945923,0
652,3.517521619796753,0
175,3.5513925552368164,0
523,3.577443838119507,0
914,3.5162134170532227,0
39,3.4852447509765625,0
716,3.4843883514404297,0
524,3.524813413619995,0
975,3.503615379333496,0
66,3.4845380783081055,0
560,3.536036491394043,0
67,3.528149366378784,0
881,3.498490333557129,0
354,3.5362184047698975,0
435,3.4994289875030518,0
651,3.530362606048584,0
515,3.5328502655029297,0
451,3.488595724105835,0
487,3.5098214149475098,0
367,3.61027455329895,0
450,3.4996116161346436,0
824,3.5966737270355225,0
518,3.4427573680877686,0
798,3.4478511810302734,0
89,3.447981595993042,0
63,3.4117143154144287,0
826,3.3728883266448975,0
622,3.396158456802368,0
805,3.406369924545288,0
601,3.4547274112701416,0
434,3.446784496307373,0
222,3.392580032348633,0
974,3.400563955307007,0
527,3.4058358669281006,0
959,3.4310128688812256,0
851,3.4166629314422607,0
550,3.3663458824157715,0
687,3.4424965381622314,0
690,3.4579355716705322,0
985,3.3780314922332764,0
140,3.4675159454345703,0
87,3.365924835205078,0
291,3.4845523834228516,0
307,3.434854507446289,0
308,3.404223918914795,0
535,3.400301456451416,0
329,3.3996164798736572,0
724,3.4239020347595215,0
236,3.35811185836792,0
248,3.490419626235962,0
260,3.3891472816467285,0
769,3.4328320026397705,0
893,3.4324991703033447,0
800,3.3874099254608154,0
930,3.4075567722320557,0
137,3.3269970417022705,0
293,3.4227805137634277,0
361,3.4092464447021484,0
849,3.388648509979248,0
413,3.3705410957336426,0
995,3.3916475772857666,0
530,3.4215774536132812,0
55,3.4810099601745605,0
121,3.3886873722076416,0
859,3.394699811935425,0
25,3.383305311203003,0
72,3.4503302574157715,0
44,3.4009478092193604,0
948,3.4716949462890625,0
590,3.389953851699829,0
281,3.4101226329803467,0
295,3.4965381622314453,0
219,3.3875155448913574,0
185,3.4174795150756836,0
943,3.358649492263794,0
353,3.4231317043304443,0
836,3.402651309967041,0
299,3.4403891563415527,0
766,3.454648733139038,0
300,3.429138422012329,0
941,3.389606475830078,0
313,3.4343249797821045,0
775,3.420123338699341,0
297,3.4966893196105957,0
60,3.4666836261749268,0
646,3.4034154415130615,0
596,3.429734468460083,0
444,3.4384634494781494,0
400,3.4647960662841797,0
839,3.4019484519958496,0
593,3.3843417167663574,0
536,3.413672685623169,0
697,3.429208755493164,0
322,3.4230916500091553,0
916,3.408473253250122,0
595,3.459857225418091,0
320,3.3681371212005615,0
211,3.423830509185791,0
111,3.4243361949920654,0
466,3.3755276203155518,0
816,3.396709442138672,0
680,3.469254970550537,0
924,3.367138624191284,0
689,3.460758686065674,0
787,3.452850341796875,0
907,3.3580875396728516,0
426,3.4818763732910156,0
910,3.4276716709136963,0
458,3.4749691486358643,0
214,3.384077548980713,0
138,3.3469648361206055,0
799,3.3821754455566406,0
365,3.401752233505249,0
216,3.399404525756836,0
963,3.4770348072052,0
282,3.381375789642334,0
556,3.348693609237671,0
923,3.43587589263916,0
837,3.4055867195129395,0
772,3.419780969619751,0
815,3.430887222290039,0
332,3.4735524654388428,0
238,3.4370522499084473,0
347,3.369281530380249,0
78,3.3354439735412598,0
29,3.3295485973358154,0
278,3.376962900161743,0
262,3.3482325077056885,0
425,3.3457093238830566,0
745,3.39982271194458,0
287,3.423182249069214,0
166,3.400113821029663,0
961,3.381692409515381,0
495,3.366112470626831,0
986,3.399272918701172,0
65,3.510270357131958,0
142,3.4271044731140137,0
245,3.4091074466705322,0
827,3.3566784858703613,0
802,3.362424612045288,0
311,3.3849594593048096,0
767,3.375924587249756,0
591,3.4258580207824707,0
452,3.3953089714050293,0
257,3.403125524520874,0
978,3.4107565879821777,0
383,3.3792097568511963,0
480,3.375824213027954,0
49,3.3649775981903076,0
892,3.352996349334717,0
255,3.421743869781494,0
545,3.423762321472168,0
751,3.40043044090271,0
904,3.474102020263672,0
537,3.4706838130950928,0
872,3.350254535675049,0
994,3.4172236919403076,0
481,3.4192490577697754,0
822,3.366941452026367,0
33,3.464277505874634,0
31,3.4464712142944336,0
232,3.392061948776245,0
747,3.4081199169158936,0
193,3.3661704063415527,0
333,3.369889497756958,0
3,3.377890110015869,0
205,3.3446786403656006,0
324,3.3498058319091797,0
574,3.460502862930298,0
306,3.428785800933838,0
110,3.4213030338287354,0
484,3.471203565597534,0
77,3.3870325088500977,0
85,3.381667137145996,0
430,3.376633644104004,0
83,3.453655242919922,0
529,3.381704807281494,0
553,3.360203981399536,0
364,3.381929874420166,0
422,3.4064061641693115,0
935,3.3973770141601562,0
520,3.4486734867095947,0
464,3.3735897541046143,0
2,3.4291269779205322,0
102,3.427096366882324,0
479,3.3749701976776123,0
276,3.3335626125335693,0
5,3.4059031009674072,0
911,3.3727614879608154,0
713,3.3477861881256104,0
98,3.417372941970825,0
266,3.382059335708618,0
357,3.4921071529388428,0
868,3.40346097946167,0
467,3.4348208904266357,0
812,3.3882246017456055,0
432,3.361571788787842,0
499,3.3275771141052246,0
705,3.3840689659118652,0
119,3.3550076484680176,0
870,3.396697998046875,0
251,3.423996925354004,0
832,3.3698372840881348,0
9,3.417572498321533,0
197,3.394666910171509,0
604,3.4324111938476562,0
82,3.4230473041534424,0
645,3.356353759765625,0
654,3.4237122535705566,0
620,3.3881161212921143,0
240,3.4156408309936523,0
290,3.4641520977020264,0
212,3.4323458671569824,0
717,3.342188835144043,0
359,3.360556125640869,0
449,3.3768651485443115,0
228,3.3628389835357666,0
856,3.407287836074829,0
363,3.490354299545288,0
829,3.4727325439453125,0
501,3.426065683364868,0
390,3.3971168994903564,0
431,3.4175214767456055,0
989,3.3343043327331543,0
315,3.350053310394287,0
406,3.3616061210632324,0
7,3.3479421138763428,0
156,3.371650457382202,0
810,3.3571343421936035,0
845,3.4523279666900635,0
632,3.481482982635498,0
396,3.351834535598755,0
932,3.3491857051849365,0
600,3.4149582386016846,0
334,3.3948440551757812,0
577,3.4277429580688477,0
934,3.381047248840332,0
949,3.3692164421081543,0
698,3.3722920417785645,0
531,3.3630363941192627,0
582,3.3722193241119385,0
707,3.375371217727661,0
540,3.3401718139648438,0
453,3.4479827880859375,0
229,3.390669107437134,0
352,3.3732151985168457,0
896,3.3884809017181396,0
213,3.465907096862793,0
80,3.401494026184082,0
149,3.3775899410247803,0
303,3.452531337738037,0
335,3.348433494567871,0
714,3.388146162033081,0
946,3.391766309738159,0
922,3.472163200378418,0
485,3.4092493057250977,0
979,3.383925437927246,0
134,3.401188373565674,0
551,3.3647212982177734,0
312,3.406153917312622,0
607,3.379575490951538,0
441,3.421172618865967,0
0,3.4509053230285645,0
317,3.4170329570770264,0
706,3.4193520545959473,0
733,3.4323580265045166,0
343,3.4064102172851562,0
533,3.400500535964966,0
508,3.4433491230010986,0
372,3.407684087753296,0
173,3.4022297859191895,0
126,3.3946101665496826,0
549,3.3584036827087402,0
997,3.3854873180389404,0
903,3.314495325088501,0
91,3.3403520584106445,0
939,3.353126287460327,0
182,3.4051129817962646,0
275,3.3589015007019043,0
895,3.3941125869750977,0
69,3.420039653778076,0
292,3.3794779777526855,0
132,3.3968286514282227,0
301,3.4722542762756348,0
424,3.442448616027832,0
327,3.448931932449341,0
145,3.4108963012695312,0
669,3.360673427581787,0
657,3.419071674346924,0
136,3.4150383472442627,0
407,3.462895154953003,0
165,3.4052155017852783,0
28,3.4248712062835693,0
918,3.358398199081421,0
194,3.3840863704681396,0
753,3.3998208045959473,0
638,3.3956193923950195,0
170,3.4409799575805664,0
488,3.442241907119751,0
141,3.38653302192688,0
174,3.395251512527466,0
6,3.432171106338501,0
955,3.4157378673553467,0
672,3.369370460510254,0
73,3.3364405632019043,0
801,3.474559783935547,0
469,3.432455539703369,0
239,3.429602861404419,0
146,3.3879435062408447,0
792,3.3671765327453613,0
235,3.4657764434814453,0
221,3.3939170837402344,0
585,3.400622606277466,0
866,3.382615804672241,0
133,3.441516399383545,0
990,3.4405057430267334,0
410,3.3488807678222656,0
186,3.3797314167022705,0
41,3.394660472869873,0
722,3.4348127841949463,0
109,3.454955816268921,0
589,3.436471462249756,0
56,3.4099600315093994,0
677,3.3836779594421387,0
442,3.346494436264038,0
640,3.4669575691223145,0
860,3.440561294555664,0
24,3.3751742839813232,0
734,3.4695215225219727,0
496,3.4494850635528564,0
532,3.4147608280181885,0
619,3.410012722015381,0
694,3.3882203102111816,0
926,3.323824644088745,0
339,3.4867825508117676,0
51,3.375757932662964,0
584,3.3753976821899414,0
630,3.449836015701294,0
920,3.4799890518188477,0
633,3.4259281158447266,0
265,3.51804780960083,0
538,3.3566181659698486,0
710,3.413618326187134,0
682,3.4109952449798584,0
502,3.4083714485168457,0
618,3.3581650257110596,0
447,3.3662402629852295,0
18,3.4808120727539062,0
715,3.4150686264038086,0
483,3.413116693496704,0
569,3.412510633468628,0
525,3.461223840713501,0
369,3.3697612285614014,0
84,3.4681825637817383,0
61,3.3880882263183594,0
998,3.468214988708496,0
273,3.354804515838623,0
286,3.426631450653076,0
362,3.3975744247436523,0
356,3.4265923500061035,0
925,3.429702043533325,0
279,3.469597578048706,0
12,3.4096639156341553,0
183,3.337463855743408,0
370,3.4120283126831055,0
492,3.3350486755371094,0
991,3.4049534797668457,0
224,3.408149003982544,0
691,3.5041725635528564,0
699,3.3813676834106445,0
503,3.3923707008361816,0
546,3.398569107055664,0
583,3.369453191757202,0
764,3.3674721717834473,0
177,3.438004970550537,0
666,3.430360794067383,0
628,3.3881123065948486,0
586,3.4697325229644775,0
521,3.3804779052734375,0
395,3.461707830429077,0
164,3.3585691452026367,0
249,3.343251943588257,0
635,3.395500898361206,0
885,3.4406847953796387,0
670,3.4317805767059326,0
377,3.504122257232666,0
414,3.45004940032959,0
74,3.4044837951660156,0
114,3.402269124984741,0
570,3.417705535888672,0
561,3.3631999492645264,0
392,3.3945436477661133,0
105,3.4095451831817627,0
115,3.4364569187164307,0
419,3.377332925796509,0
763,3.3973429203033447,0
459,3.3303236961364746,0
411,3.338163137435913,0
93,3.3566064834594727,0
757,3.4122402667999268,0
90,3.4106860160827637,0
337,3.4134130477905273,0
988,3.4359240531921387,0
921,3.4103119373321533,0
933,3.401007652282715,0
606,3.3863179683685303,0
865,3.3820323944091797,0
696,3.3646609783172607,0
95,3.4495253562927246,0
11,3.420186996459961,0
398,3.3860511779785156,0
534,3.400559902191162,0
43,3.37373685836792,0
42,3.374678373336792,0
330,3.4069793224334717,0
168,3.4170217514038086,0
497,3.372063636779785,0
876,3.3799424171447754,0
598,3.390143632888794,0
756,3.3728463649749756,0
101,3.445993423461914,0
428,3.4257452487945557,0
179,3.386279344558716,0
446,3.373762845993042,0
418,3.401106357574463,0
942,3.392308235168457,0
882,3.3687946796417236,0
659,3.388089895248413,0
178,3.4377458095550537,0
397,3.3811347484588623,0
863,3.3857314586639404,0
886,3.4347543716430664,0
960,3.3722379207611084,0
684,3.433712959289551,0
385,3.4073877334594727,0
956,3.376532554626465,0
613,3.393265962600708,0
258,3.378751516342163,0
587,3.4252853393554688,0
336,3.388617753982544,0
615,3.38065767288208,0
15,3.471940755844116,0
325,3.394630193710327,0
758,3.3732638359069824,0
223,3.455822229385376,0
180,3.3654303550720215,0
983,3.396613121032715,0
22,3.373975992202759,0
358,3.387845993041992,0
667,3.3477652072906494,0
861,3.480001211166382,0
341,3.347540855407715,0
433,3.3319456577301025,0
894,3.5097761154174805,0
947,3.4234261512756348,0
204,3.422436475753784,0
631,3.419445276260376,0
94,3.376655101776123,0
559,3.434349536895752,0
68,3.374445676803589,0
623,3.3654110431671143,0
285,3.378307580947876,0
804,3.347005605697632,0
436,3.372446060180664,0
154,3.397322416305542,0
75,3.3752760887145996,0
730,3.4285595417022705,0
448,3.375993013381958,0
189,3.4243059158325195,0
272,3.3571298122406006,0
237,3.4145755767822266,0
489,3.3617067337036133,0
118,3.4046289920806885,0
818,3.412114381790161,0
514,3.389512062072754,0
554,3.3897643089294434,0
592,3.4137425422668457,0
127,3.435342311859131,0
117,3.3400697708129883,0
475,3.4320590496063232,0
761,3.4180514812469482,0
57,3.3457443714141846,0
674,3.3600034713745117,0
912,3.3855490684509277,0
371,3.3159284591674805,0
269,3.376375675201416,0
46,3.4616265296936035,0
351,3.4272301197052,0
196,3.4885716438293457,0
999,3.35282301902771,0
834,3.3538150787353516,0
736,3.3137760162353516,0
264,3.333623170852661,0
445,3.39157772064209,0
675,3.3890230655670166,0
305,3.4208157062530518,0
342,3.478328227996826,0
966,3.416395664215088,0
150,3.429324150085449,0
125,3.378242254257202,0
786,3.4060776233673096,0
50,3.447530746459961,0
355,3.3742001056671143,0
927,3.4540514945983887,0
143,3.4122567176818848,0
472,3.4441065788269043,0
401,3.4488749504089355,0
671,3.406935453414917,0
321,3.3887698650360107,0
19,3.386293649673462,0
809,3.457913875579834,0
790,3.4772837162017822,0
808,3.4257171154022217,0
409,3.4331116676330566,0
539,3.405035972595215,0
795,3.4080779552459717,0
38,3.364665985107422,0
176,3.4375641345977783,0
246,3.4269962310791016,0
828,3.37278413772583,0
668,3.374221086502075,0
754,3.5320017337799072,0
875,3.469771385192871,0
155,3.4084436893463135,0
288,3.415731430053711,0
603,3.3620378971099854,0
571,3.426928997039795,0
743,3.522556781768799,0
17,3.379409074783325,0
128,3.395393133163452,0
323,3.438042640686035,0
256,3.355480432510376,0
658,3.4008376598358154,0
964,3.4286906719207764,0
191,3.3995678424835205,0
116,3.343966245651245,0
617,3.423261880874634,0
608,3.377035140991211,0
181,3.476634979248047,0
302,3.4278950691223145,0
759,3.34757661819458,0
712,3.3464136123657227,0
723,3.466622829437256,0
900,3.4175186157226562,0
662,3.472405433654785,0
519,3.399986982345581,0
984,3.3764572143554688,0
45,3.396314859390259,0
909,3.4079582691192627,0
158,3.3770499229431152,0
821,3.3926875591278076,0
172,3.432640552520752,0
16,3.382143974304199,0
513,3.372962236404419,0
48,3.406207799911499,0
971,3.4790422916412354,0
874,3.363734483718872,0
517,3.410162925720215,0
686,3.488723039627075,0
482,3.368995428085327,0
284,3.3770666122436523,0
718,3.424008369445801,0
655,3.4892871379852295,0
226,3.4470152854919434,0
26,3.4808249473571777,0
782,3.3737375736236572,0
439,3.371556282043457,0
951,3.392655849456787,0
366,3.4042718410491943,0
230,3.397156238555908,0
37,3.4456212520599365,0
965,3.442466974258423,0
376,3.360933303833008,0
471,3.4392311573028564,0
967,3.411579132080078,0
850,3.4361236095428467,0
908,3.3766977787017822,0
725,3.400888442993164,0
195,3.4312946796417236,0
854,3.3435513973236084,0
901,3.4368679523468018,0
505,3.391361951828003,0
969,3.467545509338379,0
830,3.3726706504821777,0
581,3.397407054901123,0
968,3.4437766075134277,0
163,3.39933705329895,0
993,3.3745312690734863,0
153,3.3525524139404297,0
681,3.3834638595581055,0
748,3.439039468765259,0
755,3.46372389793396,0
112,3.353565216064453,0
227,3.424664258956909,0
952,3.408572196960449,0
104,3.47473406791687,0
423,3.4582903385162354,0
421,3.3926308155059814,0
813,3.4724442958831787,0
588,3.3775928020477295,0
780,3.3308169841766357,0
120,3.3572397232055664,0
53,3.3528051376342773,0
152,3.5052919387817383,0
405,3.4620797634124756,0
945,3.344632863998413,0
208,3.374668598175049,0
660,3.4009017944335938,0
843,3.445803642272949,0
762,3.3636186122894287,0
8,3.461317777633667,0
973,3.3907663822174072,0
36,3.441915512084961,0
454,3.4107577800750732,0
653,3.364481210708618,0
254,3.4271762371063232,0
304,3.3855786323547363,0
779,3.38401460647583,0
573,3.3368053436279297,0
625,3.363386631011963,0
709,3.400420904159546,0
719,3.3988852500915527,0
263,3.426079273223877,0
612,3.3606224060058594,0
298,3.365285634994507,0
416,3.4140231609344482,0
151,3.3207974433898926,0
788,3.3767647743225098,0
642,3.4290809631347656,0
889,3.4840126037597656,0
552,3.430863380432129,0
791,3.3745200634002686,0
490,3.368251085281372,0
148,3.3895068168640137,0
147,3.4397597312927246,0
720,3.3760597705841064,0
931,3.416447639465332,0
739,3.427259683609009,0
661,3.389312982559204,0
349,3.428238868713379,0
465,3.444469928741455,0
326,3.3614792823791504,0
187,3.3608527183532715,0
124,3.3484957218170166,0
853,3.4371721744537354,0
610,3.433511734008789,0
144,3.4357094764709473,0
958,3.4026944637298584,0
198,3.395678758621216,0
611,3.4548799991607666,0
280,3.4189507961273193,0
294,3.332420825958252,0
402,3.436476230621338,0
123,3.456594467163086,0
184,3.380126714706421,0
203,3.3628759384155273,0
440,3.431572437286377,0
247,3.4049293994903564,0
417,3.454521656036377,0
776,3.3517162799835205,0
884,3.3389854431152344,0
906,3.476274251937866,0
831,3.3665385246276855,0
887,3.397559404373169,0
130,3.3940584659576416,0
639,3.4782321453094482,0
404,3.3973166942596436,0
954,3.454108953475952,0
835,3.3545167446136475,0
737,3.3782451152801514,0
913,3.42026948928833,0
220,3.4293010234832764,0
643,3.40421199798584,0
915,3.3868484497070312,0
752,3.414371967315674,0
844,3.4240453243255615,0
919,3.4396448135375977,0
626,3.3273019790649414,0
838,3.3431529998779297,0
760,3.384967088699341,0
388,3.4591801166534424,0
972,3.388719081878662,0
511,3.3688912391662598,0
268,3.4258670806884766,0
819,3.3821089267730713,0
443,3.4956905841827393,0
498,3.3838140964508057,0
113,3.39074444770813,0
693,3.399165391921997,0
233,3.452068567276001,0
869,3.3572981357574463,0
609,3.4365856647491455,0
673,3.433397054672241,0
375,3.4222214221954346,0
981,3.371148109436035,0
940,3.343700885772705,0
234,3.419938802719116,0
785,3.426661729812622,0
678,3.353581666946411,0
318,3.3389382362365723,0
0,1278.7589311599731,0
5,1383.6580038070679,0
12,1290.0550875663757,0
1,1325.1371796131134,0
9,1298.5576248168945,0
17,1279.4129450321198,0
3,1275.9809193611145,0
14,1284.3562998771667,0
16,1282.9279310703278,0
18,1282.1243584156036,0
2,1282.5145349502563,0
10,1317.0180559158325,0
19,1279.009376525879,0
4,1284.6272683143616,0
13,1273.8918001651764,0
8,1274.364890575409,0
11,1299.1486837863922,0
15,1281.0748813152313,0
6,1275.24378824234,0
